classification_id,user_name,user_id,user_ip,workflow_id,workflow_name,workflow_version,created_at,gold_standard,expert,metadata,annotations,subject_data,subject_ids
425710454,arcorsetti,2484763,8df0b4da4384a0020fcf,21693,fachadas,14.18,2022-07-08 17:54:34 UTC,,,"{""source"":""api"",""session"":""686c77ddfbe53e57a13d0e1fe42b0e66ef19167b8e0c0af52e7d9d263386fe3f"",""viewport"":{""width"":412,""height"":860},""started_at"":""2022-07-08T17:54:21.483Z"",""user_agent"":""Mozilla/5.0 (Linux; Android 11; moto g(9) play) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Mobile Safari/537.36"",""utc_offset"":""10800"",""finished_at"":""2022-07-08T17:54:34.002Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":387,""clientHeight"":387,""naturalWidth"":500,""naturalHeight"":500}],""subject_selection_state"":{""retired"":false,""selected_at"":""2022-07-08T17:53:12.739Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""56112""}","[{""task"":""T0"",""task_label"":""Qual o ICM da fachada?"",""value"":""2""}]","{""77606248"":{""retired"":null,""Filename"":""2150_M_-22.9705801981999_-47.1301049128507.jpg""}}",77606248
425710482,arcorsetti,2484763,8df0b4da4384a0020fcf,21693,fachadas,14.18,2022-07-08 17:54:47 UTC,,,"{""source"":""api"",""session"":""686c77ddfbe53e57a13d0e1fe42b0e66ef19167b8e0c0af52e7d9d263386fe3f"",""viewport"":{""width"":412,""height"":860},""started_at"":""2022-07-08T17:54:35.582Z"",""user_agent"":""Mozilla/5.0 (Linux; Android 11; moto g(9) play) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Mobile Safari/537.36"",""utc_offset"":""10800"",""finished_at"":""2022-07-08T17:54:47.304Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":387,""clientHeight"":387,""naturalWidth"":500,""naturalHeight"":500}],""subject_selection_state"":{""retired"":false,""selected_at"":""2022-07-08T17:53:12.739Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""56112""}","[{""task"":""T0"",""task_label"":""Qual o ICM da fachada?"",""value"":""2""}]","{""77605834"":{""retired"":null,""Filename"":""1701_M_-22.9724440162248_-47.1339476451239.jpg""}}",77605834
425710520,arcorsetti,2484763,8df0b4da4384a0020fcf,21693,fachadas,14.18,2022-07-08 17:55:02 UTC,,,"{""source"":""api"",""session"":""686c77ddfbe53e57a13d0e1fe42b0e66ef19167b8e0c0af52e7d9d263386fe3f"",""viewport"":{""width"":412,""height"":860},""started_at"":""2022-07-08T17:54:48.750Z"",""user_agent"":""Mozilla/5.0 (Linux; Android 11; moto g(9) play) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Mobile Safari/537.36"",""utc_offset"":""10800"",""finished_at"":""2022-07-08T17:55:01.568Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":387,""clientHeight"":387,""naturalWidth"":500,""naturalHeight"":500}],""subject_selection_state"":{""retired"":false,""selected_at"":""2022-07-08T17:53:12.739Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""56112""}","[{""task"":""T0"",""task_label"":""Qual o ICM da fachada?"",""value"":""3""}]","{""77606229"":{""retired"":null,""Filename"":""2122_M_-22.9727698200923_-47.132704697089.jpg""}}",77606229
425710548,arcorsetti,2484763,8df0b4da4384a0020fcf,21693,fachadas,14.18,2022-07-08 17:55:12 UTC,,,"{""source"":""api"",""session"":""686c77ddfbe53e57a13d0e1fe42b0e66ef19167b8e0c0af52e7d9d263386fe3f"",""viewport"":{""width"":412,""height"":860},""started_at"":""2022-07-08T17:55:02.933Z"",""user_agent"":""Mozilla/5.0 (Linux; Android 11; moto g(9) play) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Mobile Safari/537.36"",""utc_offset"":""10800"",""finished_at"":""2022-07-08T17:55:12.128Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":387,""clientHeight"":387,""naturalWidth"":500,""naturalHeight"":500}],""subject_selection_state"":{""retired"":false,""selected_at"":""2022-07-08T17:53:12.739Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""56112""}","[{""task"":""T0"",""task_label"":""Qual o ICM da fachada?"",""value"":""3""}]","{""77606099"":{""retired"":null,""Filename"":""1910_M_-22.9699377903935_-47.1335797350412.jpg""}}",77606099
425710574,arcorsetti,2484763,8df0b4da4384a0020fcf,21693,fachadas,14.18,2022-07-08 17:55:22 UTC,,,"{""source"":""api"",""session"":""686c77ddfbe53e57a13d0e1fe42b0e66ef19167b8e0c0af52e7d9d263386fe3f"",""viewport"":{""width"":412,""height"":860},""started_at"":""2022-07-08T17:55:13.661Z"",""user_agent"":""Mozilla/5.0 (Linux; Android 11; moto g(9) play) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Mobile Safari/537.36"",""utc_offset"":""10800"",""finished_at"":""2022-07-08T17:55:21.851Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":387,""clientHeight"":387,""naturalWidth"":500,""naturalHeight"":500}],""subject_selection_state"":{""retired"":false,""selected_at"":""2022-07-08T17:53:12.739Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""56112""}","[{""task"":""T0"",""task_label"":""Qual o ICM da fachada?"",""value"":""1""}]","{""77605266"":{""retired"":null,""Filename"":""357_A_-22.9906110810425_-47.1210412774874.jpg""}}",77605266
425710609,arcorsetti,2484763,8df0b4da4384a0020fcf,21693,fachadas,14.18,2022-07-08 17:55:35 UTC,,,"{""source"":""api"",""session"":""686c77ddfbe53e57a13d0e1fe42b0e66ef19167b8e0c0af52e7d9d263386fe3f"",""viewport"":{""width"":412,""height"":860},""started_at"":""2022-07-08T17:55:23.421Z"",""user_agent"":""Mozilla/5.0 (Linux; Android 11; moto g(9) play) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Mobile Safari/537.36"",""utc_offset"":""10800"",""finished_at"":""2022-07-08T17:55:34.383Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":387,""clientHeight"":387,""naturalWidth"":500,""naturalHeight"":500}],""subject_selection_state"":{""retired"":false,""selected_at"":""2022-07-08T17:53:12.739Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""56112""}","[{""task"":""T0"",""task_label"":""Qual o ICM da fachada?"",""value"":""3""}]","{""77605587"":{""retired"":null,""Filename"":""984_B_-22.9654952100206_-47.1447459973895.jpg""}}",77605587
425710651,arcorsetti,2484763,8df0b4da4384a0020fcf,21693,fachadas,14.18,2022-07-08 17:55:47 UTC,,,"{""source"":""api"",""session"":""686c77ddfbe53e57a13d0e1fe42b0e66ef19167b8e0c0af52e7d9d263386fe3f"",""viewport"":{""width"":412,""height"":860},""started_at"":""2022-07-08T17:55:36.132Z"",""user_agent"":""Mozilla/5.0 (Linux; Android 11; moto g(9) play) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Mobile Safari/537.36"",""utc_offset"":""10800"",""finished_at"":""2022-07-08T17:55:46.333Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":387,""clientHeight"":387,""naturalWidth"":500,""naturalHeight"":500}],""subject_selection_state"":{""retired"":false,""selected_at"":""2022-07-08T17:53:12.739Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""56112""}","[{""task"":""T0"",""task_label"":""Qual o ICM da fachada?"",""value"":""4""}]","{""77606287"":{""retired"":null,""Filename"":""2220_M_-22.9721045280238_-47.1346735060995.jpg""}}",77606287
425710677,arcorsetti,2484763,8df0b4da4384a0020fcf,21693,fachadas,14.18,2022-07-08 17:55:55 UTC,,,"{""source"":""api"",""session"":""686c77ddfbe53e57a13d0e1fe42b0e66ef19167b8e0c0af52e7d9d263386fe3f"",""viewport"":{""width"":412,""height"":860},""started_at"":""2022-07-08T17:55:48.065Z"",""user_agent"":""Mozilla/5.0 (Linux; Android 11; moto g(9) play) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Mobile Safari/537.36"",""utc_offset"":""10800"",""finished_at"":""2022-07-08T17:55:54.548Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":387,""clientHeight"":387,""naturalWidth"":500,""naturalHeight"":500}],""subject_selection_state"":{""retired"":false,""selected_at"":""2022-07-08T17:53:12.739Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""56112""}","[{""task"":""T0"",""task_label"":""Qual o ICM da fachada?"",""value"":""4""}]","{""77606095"":{""retired"":null,""Filename"":""1906_M_-22.9697995943227_-47.1336304141338.jpg""}}",77606095
425710711,arcorsetti,2484763,8df0b4da4384a0020fcf,21693,fachadas,14.18,2022-07-08 17:56:04 UTC,,,"{""source"":""api"",""session"":""686c77ddfbe53e57a13d0e1fe42b0e66ef19167b8e0c0af52e7d9d263386fe3f"",""viewport"":{""width"":412,""height"":860},""started_at"":""2022-07-08T17:55:55.782Z"",""user_agent"":""Mozilla/5.0 (Linux; Android 11; moto g(9) play) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Mobile Safari/537.36"",""utc_offset"":""10800"",""finished_at"":""2022-07-08T17:56:04.175Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":387,""clientHeight"":387,""naturalWidth"":500,""naturalHeight"":500}],""subject_selection_state"":{""retired"":false,""selected_at"":""2022-07-08T17:55:48.130Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""56112""}","[{""task"":""T0"",""task_label"":""Qual o ICM da fachada?"",""value"":""2""}]","{""77605905"":{""retired"":null,""Filename"":""1948_M_-22.9725624731787_-47.1352142189134.jpg""}}",77605905
425710874,arcorsetti,2484763,8df0b4da4384a0020fcf,21693,fachadas,14.18,2022-07-08 17:56:52 UTC,,,"{""source"":""api"",""session"":""686c77ddfbe53e57a13d0e1fe42b0e66ef19167b8e0c0af52e7d9d263386fe3f"",""viewport"":{""width"":412,""height"":804},""started_at"":""2022-07-08T17:56:05.489Z"",""user_agent"":""Mozilla/5.0 (Linux; Android 11; moto g(9) play) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Mobile Safari/537.36"",""utc_offset"":""10800"",""finished_at"":""2022-07-08T17:56:51.835Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":387,""clientHeight"":387,""naturalWidth"":500,""naturalHeight"":500}],""subject_selection_state"":{""retired"":false,""selected_at"":""2022-07-08T17:55:48.130Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""56112""}","[{""task"":""T0"",""task_label"":""Qual o ICM da fachada?"",""value"":""4""}]","{""77606036"":{""retired"":null,""Filename"":""1824_M_-22.9734090838467_-47.1333483838834.jpg""}}",77606036
425710922,arcorsetti,2484763,8df0b4da4384a0020fcf,21693,fachadas,14.18,2022-07-08 17:57:07 UTC,,,"{""source"":""api"",""session"":""686c77ddfbe53e57a13d0e1fe42b0e66ef19167b8e0c0af52e7d9d263386fe3f"",""viewport"":{""width"":412,""height"":804},""started_at"":""2022-07-08T17:56:53.663Z"",""user_agent"":""Mozilla/5.0 (Linux; Android 11; moto g(9) play) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Mobile Safari/537.36"",""utc_offset"":""10800"",""finished_at"":""2022-07-08T17:57:06.369Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":387,""clientHeight"":387,""naturalWidth"":500,""naturalHeight"":500}],""subject_selection_state"":{""retired"":false,""selected_at"":""2022-07-08T17:55:48.130Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""56112""}","[{""task"":""T0"",""task_label"":""Qual o ICM da fachada?"",""value"":""3""}]","{""77605997"":{""retired"":null,""Filename"":""1742_M_-22.9707418450077_-47.1338337126227.jpg""}}",77605997
425710981,arcorsetti,2484763,8df0b4da4384a0020fcf,21693,fachadas,14.18,2022-07-08 17:57:21 UTC,,,"{""source"":""api"",""session"":""686c77ddfbe53e57a13d0e1fe42b0e66ef19167b8e0c0af52e7d9d263386fe3f"",""viewport"":{""width"":412,""height"":804},""started_at"":""2022-07-08T17:57:08.182Z"",""user_agent"":""Mozilla/5.0 (Linux; Android 11; moto g(9) play) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Mobile Safari/537.36"",""utc_offset"":""10800"",""finished_at"":""2022-07-08T17:57:21.109Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":387,""clientHeight"":387,""naturalWidth"":500,""naturalHeight"":500}],""subject_selection_state"":{""retired"":false,""selected_at"":""2022-07-08T17:55:48.130Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""56112""}","[{""task"":""T0"",""task_label"":""Qual o ICM da fachada?"",""value"":""2""}]","{""77606285"":{""retired"":null,""Filename"":""2216_M_-22.9719498725543_-47.1331147267264.jpg""}}",77606285
425711011,arcorsetti,2484763,8df0b4da4384a0020fcf,21693,fachadas,14.18,2022-07-08 17:57:31 UTC,,,"{""source"":""api"",""session"":""686c77ddfbe53e57a13d0e1fe42b0e66ef19167b8e0c0af52e7d9d263386fe3f"",""viewport"":{""width"":412,""height"":804},""started_at"":""2022-07-08T17:57:22.414Z"",""user_agent"":""Mozilla/5.0 (Linux; Android 11; moto g(9) play) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Mobile Safari/537.36"",""utc_offset"":""10800"",""finished_at"":""2022-07-08T17:57:30.380Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":387,""clientHeight"":387,""naturalWidth"":500,""naturalHeight"":500}],""subject_selection_state"":{""retired"":false,""selected_at"":""2022-07-08T17:55:48.130Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""56112""}","[{""task"":""T0"",""task_label"":""Qual o ICM da fachada?"",""value"":""3""}]","{""77605615"":{""retired"":null,""Filename"":""1022_B_-22.9675904509662_-47.1471297385874.jpg""}}",77605615
425711064,arcorsetti,2484763,8df0b4da4384a0020fcf,21693,fachadas,14.18,2022-07-08 17:57:45 UTC,,,"{""source"":""api"",""session"":""686c77ddfbe53e57a13d0e1fe42b0e66ef19167b8e0c0af52e7d9d263386fe3f"",""viewport"":{""width"":412,""height"":804},""started_at"":""2022-07-08T17:57:34.932Z"",""user_agent"":""Mozilla/5.0 (Linux; Android 11; moto g(9) play) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Mobile Safari/537.36"",""utc_offset"":""10800"",""finished_at"":""2022-07-08T17:57:44.722Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":387,""clientHeight"":387,""naturalWidth"":500,""naturalHeight"":500}],""subject_selection_state"":{""retired"":false,""selected_at"":""2022-07-08T17:55:48.130Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""56112""}","[{""task"":""T0"",""task_label"":""Qual o ICM da fachada?"",""value"":""4""}]","{""77606038"":{""retired"":null,""Filename"":""1826_M_-22.9734708496857_-47.1338082738262.jpg""}}",77606038
425711087,arcorsetti,2484763,8df0b4da4384a0020fcf,21693,fachadas,14.18,2022-07-08 17:57:53 UTC,,,"{""source"":""api"",""session"":""686c77ddfbe53e57a13d0e1fe42b0e66ef19167b8e0c0af52e7d9d263386fe3f"",""viewport"":{""width"":412,""height"":804},""started_at"":""2022-07-08T17:57:45.922Z"",""user_agent"":""Mozilla/5.0 (Linux; Android 11; moto g(9) play) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Mobile Safari/537.36"",""utc_offset"":""10800"",""finished_at"":""2022-07-08T17:57:52.472Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":387,""clientHeight"":387,""naturalWidth"":500,""naturalHeight"":500}],""subject_selection_state"":{""retired"":false,""selected_at"":""2022-07-08T17:55:48.130Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""56112""}","[{""task"":""T0"",""task_label"":""Qual o ICM da fachada?"",""value"":""2""}]","{""77606110"":{""retired"":null,""Filename"":""1925_M_-22.9736917509313_-47.1328882709455.jpg""}}",77606110
425711135,arcorsetti,2484763,8df0b4da4384a0020fcf,21693,fachadas,14.18,2022-07-08 17:58:08 UTC,,,"{""source"":""api"",""session"":""686c77ddfbe53e57a13d0e1fe42b0e66ef19167b8e0c0af52e7d9d263386fe3f"",""viewport"":{""width"":412,""height"":804},""started_at"":""2022-07-08T17:57:54.041Z"",""user_agent"":""Mozilla/5.0 (Linux; Android 11; moto g(9) play) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Mobile Safari/537.36"",""utc_offset"":""10800"",""finished_at"":""2022-07-08T17:58:07.495Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":387,""clientHeight"":387,""naturalWidth"":500,""naturalHeight"":500}],""subject_selection_state"":{""retired"":false,""selected_at"":""2022-07-08T17:55:48.130Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""56112""}","[{""task"":""T0"",""task_label"":""Qual o ICM da fachada?"",""value"":""2""}]","{""77606184"":{""retired"":null,""Filename"":""2057_M_-22.9714198035503_-47.133002888376.jpg""}}",77606184
425711158,arcorsetti,2484763,8df0b4da4384a0020fcf,21693,fachadas,14.18,2022-07-08 17:58:16 UTC,,,"{""source"":""api"",""session"":""686c77ddfbe53e57a13d0e1fe42b0e66ef19167b8e0c0af52e7d9d263386fe3f"",""viewport"":{""width"":412,""height"":804},""started_at"":""2022-07-08T17:58:08.682Z"",""user_agent"":""Mozilla/5.0 (Linux; Android 11; moto g(9) play) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Mobile Safari/537.36"",""utc_offset"":""10800"",""finished_at"":""2022-07-08T17:58:15.567Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":387,""clientHeight"":387,""naturalWidth"":500,""naturalHeight"":500}],""subject_selection_state"":{""retired"":false,""selected_at"":""2022-07-08T17:55:48.130Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""56112""}","[{""task"":""T0"",""task_label"":""Qual o ICM da fachada?"",""value"":""5""}]","{""77604789"":{""retired"":null,""Filename"":""24_A_-22.9897568399967_-47.1225298188207.jpg""}}",77604789
425711189,arcorsetti,2484763,8df0b4da4384a0020fcf,21693,fachadas,14.18,2022-07-08 17:58:28 UTC,,,"{""source"":""api"",""session"":""686c77ddfbe53e57a13d0e1fe42b0e66ef19167b8e0c0af52e7d9d263386fe3f"",""viewport"":{""width"":412,""height"":804},""started_at"":""2022-07-08T17:58:17.495Z"",""user_agent"":""Mozilla/5.0 (Linux; Android 11; moto g(9) play) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Mobile Safari/537.36"",""utc_offset"":""10800"",""finished_at"":""2022-07-08T17:58:27.358Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[null],""subject_selection_state"":{""retired"":false,""selected_at"":""2022-07-08T17:55:48.130Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""56112""}","[{""task"":""T0"",""task_label"":""Qual o ICM da fachada?"",""value"":""2""}]","{""77605869"":{""retired"":null,""Filename"":""1792_M_-22.9717741747688_-47.134403784858.jpg""}}",77605869
425711206,arcorsetti,2484763,8df0b4da4384a0020fcf,21693,fachadas,14.18,2022-07-08 17:58:33 UTC,,,"{""source"":""api"",""session"":""686c77ddfbe53e57a13d0e1fe42b0e66ef19167b8e0c0af52e7d9d263386fe3f"",""viewport"":{""width"":412,""height"":804},""started_at"":""2022-07-08T17:58:28.646Z"",""user_agent"":""Mozilla/5.0 (Linux; Android 11; moto g(9) play) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Mobile Safari/537.36"",""utc_offset"":""10800"",""finished_at"":""2022-07-08T17:58:33.259Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":387,""clientHeight"":387,""naturalWidth"":500,""naturalHeight"":500}],""subject_selection_state"":{""retired"":false,""selected_at"":""2022-07-08T17:58:17.586Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""56112""}","[{""task"":""T0"",""task_label"":""Qual o ICM da fachada?"",""value"":""2""}]","{""77605286"":{""retired"":null,""Filename"":""376_A_-22.9907981311385_-47.1205854367749.jpg""}}",77605286
425711219,arcorsetti,2484763,8df0b4da4384a0020fcf,21693,fachadas,14.18,2022-07-08 17:58:39 UTC,,,"{""source"":""api"",""session"":""686c77ddfbe53e57a13d0e1fe42b0e66ef19167b8e0c0af52e7d9d263386fe3f"",""viewport"":{""width"":412,""height"":804},""started_at"":""2022-07-08T17:58:34.259Z"",""user_agent"":""Mozilla/5.0 (Linux; Android 11; moto g(9) play) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Mobile Safari/537.36"",""utc_offset"":""10800"",""finished_at"":""2022-07-08T17:58:38.723Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":387,""clientHeight"":387,""naturalWidth"":500,""naturalHeight"":500}],""subject_selection_state"":{""retired"":false,""selected_at"":""2022-07-08T17:58:17.586Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""56112""}","[{""task"":""T0"",""task_label"":""Qual o ICM da fachada?"",""value"":""2""}]","{""77606211"":{""retired"":null,""Filename"":""2097_M_-22.9720022810657_-47.1320776429137.jpg""}}",77606211
425711233,arcorsetti,2484763,8df0b4da4384a0020fcf,21693,fachadas,14.18,2022-07-08 17:58:44 UTC,,,"{""source"":""api"",""session"":""686c77ddfbe53e57a13d0e1fe42b0e66ef19167b8e0c0af52e7d9d263386fe3f"",""viewport"":{""width"":412,""height"":804},""started_at"":""2022-07-08T17:58:39.771Z"",""user_agent"":""Mozilla/5.0 (Linux; Android 11; moto g(9) play) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Mobile Safari/537.36"",""utc_offset"":""10800"",""finished_at"":""2022-07-08T17:58:44.306Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":387,""clientHeight"":387,""naturalWidth"":500,""naturalHeight"":500}],""subject_selection_state"":{""retired"":false,""selected_at"":""2022-07-08T17:58:17.586Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""56112""}","[{""task"":""T0"",""task_label"":""Qual o ICM da fachada?"",""value"":""1""}]","{""77605187"":{""retired"":null,""Filename"":""283_A_-22.9912903902031_-47.1188934300613.jpg""}}",77605187
425711268,arcorsetti,2484763,8df0b4da4384a0020fcf,21693,fachadas,14.18,2022-07-08 17:58:56 UTC,,,"{""source"":""api"",""session"":""686c77ddfbe53e57a13d0e1fe42b0e66ef19167b8e0c0af52e7d9d263386fe3f"",""viewport"":{""width"":412,""height"":804},""started_at"":""2022-07-08T17:58:45.704Z"",""user_agent"":""Mozilla/5.0 (Linux; Android 11; moto g(9) play) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Mobile Safari/537.36"",""utc_offset"":""10800"",""finished_at"":""2022-07-08T17:58:55.490Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":387,""clientHeight"":387,""naturalWidth"":500,""naturalHeight"":500}],""subject_selection_state"":{""retired"":false,""selected_at"":""2022-07-08T17:58:17.586Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""56112""}","[{""task"":""T0"",""task_label"":""Qual o ICM da fachada?"",""value"":""3""}]","{""77605984"":{""retired"":null,""Filename"":""1591_C_-22.9395403638834_-47.0985690420469.jpg""}}",77605984
